ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,bulb2375_dark00\20230409_171436.jpg,9,#850B00,2,255,133,#F3B27C,14,125,243,r,#ff0000
2,bulb2375_dark00\20230409_172056.jpg,9,#850B00,2,255,133,#F3B27D,13,124,243,r,#ff0000
3,bulb2375_dark00\20230409_171745.jpg,8,#860A00,2,255,134,#F4B277,14,131,244,r,#ff0000
4,bulb2375_dark00\20230409_171836.jpg,8,#860B00,2,255,134,#F3B37C,14,125,243,r,#ff0000
5,bulb2375_dark00\20230409_172008.jpg,8,#860B00,2,255,134,#F3B27B,14,126,243,r,#ff0000
6,bulb2375_dark00\20230409_172311.jpg,8,#860A00,2,255,134,#F5B275,14,133,245,r,#ff0000
7,bulb2375_dark00\20230409_172728.jpg,8,#860B00,2,255,134,#F3B37F,13,122,243,r,#ff0000
8,bulb2375_dark00\20230409_172913.jpg,8,#860B00,2,255,134,#F2B37E,14,122,242,r,#ff0000
9,bulb2375_dark00\20230409_171333.jpg,8,#870B00,2,255,135,#F3B37D,14,124,243,r,#ff0000
10,bulb2375_dark00\20230409_171639.jpg,8,#870B00,2,255,135,#F3B37F,13,122,243,r,#ff0000
11,bulb2375_dark00\20230409_171926.jpg,8,#870B00,2,255,135,#F4B278,14,130,244,r,#ff0000
12,bulb2375_dark00\20230409_171949.jpg,9,#870B00,2,255,135,#F3B37B,14,126,243,r,#ff0000
13,bulb2375_dark00\20230409_172450.jpg,8,#870B00,2,255,135,#F4B379,14,129,244,r,#ff0000
14,bulb2375_dark00\20230409_172819.jpg,9,#870B00,2,255,135,#F3B47D,14,124,243,r,#ff0000
15,bulb2375_dark00\20230409_173236.jpg,8,#870B00,2,255,135,#F3B282,13,119,243,r,#ff0000
16,bulb2375_dark00\20230409_171216.jpg,8,#880B00,2,255,136,#F4B37A,14,128,244,r,#ff0000
17,bulb2375_dark00\20230409_171239.jpg,8,#880B00,2,255,136,#F3B37B,14,126,243,r,#ff0000
18,bulb2375_dark00\20230409_171503.jpg,8,#880B00,2,255,136,#F4B278,14,130,244,r,#ff0000
19,bulb2375_dark00\20230409_171549.jpg,8,#880B00,2,255,136,#F3B37E,14,123,243,r,#ff0000
20,bulb2375_dark00\20230409_171828.jpg,8,#880B00,2,255,136,#F5B175,14,133,245,r,#ff0000
21,bulb2375_dark00\20230409_172039.jpg,9,#880B00,2,255,136,#F4B276,14,132,244,r,#ff0000
22,bulb2375_dark00\20230409_172124.jpg,8,#880B00,2,255,136,#F4B17B,13,126,244,r,#ff0000
23,bulb2375_dark00\20230409_172247.jpg,8,#880B00,2,255,136,#F5B27A,14,128,245,r,#ff0000
24,bulb2375_dark00\20230409_172552.jpg,8,#880B00,2,255,136,#F5B17A,13,128,245,r,#ff0000
25,bulb2375_dark00\20230409_172628.jpg,9,#880B00,2,255,136,#F4B27D,13,124,244,r,#ff0000
26,bulb2375_dark00\20230409_172700.jpg,8,#880B00,2,255,136,#F5B277,14,131,245,r,#ff0000
27,bulb2375_dark00\20230409_172847.jpg,8,#880B00,2,255,136,#F5B275,14,133,245,r,#ff0000
28,bulb2375_dark00\20230409_172951.jpg,8,#880B00,2,255,136,#F4B37C,14,125,244,r,#ff0000
29,bulb2375_dark00\20230409_173013.jpg,8,#880B00,2,255,136,#F4B278,14,130,244,r,#ff0000
30,bulb2375_dark00\20230409_173242.jpg,8,#880B00,2,255,136,#F3B27E,13,123,243,r,#ff0000
31,bulb2375_dark00\20230409_171156.jpg,8,#890B00,2,255,137,#F4B17A,14,128,244,r,#ff0000
32,bulb2375_dark00\20230409_171406.jpg,8,#890B00,2,255,137,#F4B27E,13,123,244,r,#ff0000
33,bulb2375_dark00\20230409_171436.jpg,8,#890B00,2,255,137,#F3B27C,14,125,243,r,#ff0000
34,bulb2375_dark00\20230409_171521.jpg,8,#890B00,2,255,137,#F4B278,14,130,244,r,#ff0000
35,bulb2375_dark00\20230409_171608.jpg,8,#890B00,2,255,137,#F4B37D,14,124,244,r,#ff0000
36,bulb2375_dark00\20230409_171610.jpg,8,#890B00,2,255,137,#F3B37C,14,125,243,r,#ff0000
37,bulb2375_dark00\20230409_171810.jpg,9,#890B00,2,255,137,#F3B27D,13,124,243,r,#ff0000
38,bulb2375_dark00\20230409_172144.jpg,8,#890B00,2,255,137,#F4B17E,13,123,244,r,#ff0000
39,bulb2375_dark00\20230409_172534.jpg,8,#890B00,2,255,137,#F4B277,14,131,244,r,#ff0000
40,bulb2375_dark00\20230409_172545.jpg,8,#890B00,2,255,137,#F3B37C,14,125,243,r,#ff0000
41,bulb2375_dark00\20230409_172545.jpg,9,#890B00,2,255,137,#F3B37C,14,125,243,r,#ff0000
42,bulb2375_dark00\20230409_172831.jpg,8,#890B00,2,255,137,#F4B27A,14,128,244,r,#ff0000
43,bulb2375_dark00\20230409_172917.jpg,8,#890A00,2,255,137,#F5B076,14,132,245,r,#ff0000
44,bulb2375_dark00\20230409_171110.jpg,8,#8A0B00,2,255,138,#F3B27C,14,125,243,r,#ff0000
45,bulb2375_dark00\20230409_171452.jpg,8,#8A0B00,2,255,138,#F5B17B,13,127,245,r,#ff0000
46,bulb2375_dark00\20230409_171551.jpg,8,#8A0B00,2,255,138,#F5B178,14,130,245,r,#ff0000
47,bulb2375_dark00\20230409_171805.jpg,8,#8A0B00,2,255,138,#F4B27B,14,126,244,r,#ff0000
48,bulb2375_dark00\20230409_171943.jpg,8,#8A0B00,2,255,138,#F4B17A,14,128,244,r,#ff0000
49,bulb2375_dark00\20230409_172015.jpg,8,#8A0B00,2,255,138,#F5B27A,14,128,245,r,#ff0000
50,bulb2375_dark00\20230409_172524.jpg,8,#8A0B00,2,255,138,#F4B27D,13,124,244,r,#ff0000
51,bulb2375_dark00\20230409_173036.jpg,8,#8A0B00,2,255,138,#F7B073,14,136,247,r,#ff0000
52,bulb2375_dark00\20230409_171616.jpg,8,#8B0B00,2,255,139,#F6B076,14,133,246,r,#ff0000
53,bulb2375_dark00\20230409_171830.jpg,8,#8B0B00,2,255,139,#F3B27B,14,126,243,r,#ff0000
54,bulb2375_dark00\20230409_171924.jpg,8,#8B0B00,2,255,139,#F5B177,14,131,245,r,#ff0000
55,bulb2375_dark00\20230409_172114.jpg,8,#8B0B00,2,255,139,#F6B172,14,137,246,r,#ff0000
56,bulb2375_dark00\20230409_172309.jpg,8,#8B0B00,2,255,139,#F5B279,14,129,245,r,#ff0000
57,bulb2375_dark00\20230409_172357.jpg,8,#8B0B00,2,255,139,#F5B177,14,131,245,r,#ff0000
58,bulb2375_dark00\20230409_172452.jpg,8,#8B0B00,2,255,139,#F5B27B,14,127,245,r,#ff0000
59,bulb2375_dark00\20230409_172606.jpg,8,#8B0B00,2,255,139,#F5B179,14,129,245,r,#ff0000
60,bulb2375_dark00\20230409_172631.jpg,8,#8B0B00,2,255,139,#F5B27B,14,127,245,r,#ff0000
61,bulb2375_dark00\20230409_172850.jpg,9,#8B0B00,2,255,139,#F5B27B,14,127,245,r,#ff0000
62,bulb2375_dark00\20230409_173021.jpg,9,#8B0B00,2,255,139,#F5B27A,14,128,245,r,#ff0000
63,bulb2375_dark00\20230409_171324.jpg,8,#8C0B00,2,255,140,#F6B073,14,136,246,r,#ff0000
64,bulb2375_dark00\20230409_171516.jpg,8,#8C0B00,2,255,140,#F5B27C,13,126,245,r,#ff0000
65,bulb2375_dark00\20230409_172211.jpg,8,#8C0B00,2,255,140,#F6B078,13,131,246,r,#ff0000
66,bulb2375_dark00\20230409_172322.jpg,8,#8C0B00,2,255,140,#F6B176,14,133,246,r,#ff0000
67,bulb2375_dark00\20230409_171720.jpg,9,#890C00,3,255,137,#F4B377,14,131,244,r,#ff0000
68,bulb2375_dark00\20230409_172139.jpg,9,#890C00,3,255,137,#F4B275,14,133,244,r,#ff0000
69,bulb2375_dark00\20230409_171333.jpg,7,#8A0D00,3,255,138,#F3B37D,14,124,243,r,#ff0000
70,bulb2375_dark00\20230409_171745.jpg,7,#8A0D00,3,255,138,#F4B277,14,131,244,r,#ff0000
71,bulb2375_dark00\20230409_172101.jpg,9,#8A0C00,3,255,138,#F4B17A,14,128,244,r,#ff0000
72,bulb2375_dark00\20230409_172203.jpg,7,#8A0D00,3,255,138,#F4B278,14,130,244,r,#ff0000
73,bulb2375_dark00\20230409_172235.jpg,7,#8A0D00,3,255,138,#F3B37A,14,127,243,r,#ff0000
74,bulb2375_dark00\20230409_172259.jpg,8,#8A0C00,3,255,138,#F4B279,14,129,244,r,#ff0000
75,bulb2375_dark00\20230409_172926.jpg,9,#8A0C00,3,255,138,#F4B27D,13,124,244,r,#ff0000
76,bulb2375_dark00\20230409_173000.jpg,9,#8A0C00,3,255,138,#F4B27B,14,126,244,r,#ff0000
77,bulb2375_dark00\20230409_173101.jpg,7,#8A0D00,3,255,138,#F3B37A,14,127,243,r,#ff0000
78,bulb2375_dark00\20230409_173135.jpg,7,#8A0D00,3,255,138,#F3B278,14,129,243,r,#ff0000
79,bulb2375_dark00\20230409_171147.jpg,9,#8B0C00,3,255,139,#F5B27B,14,127,245,r,#ff0000
80,bulb2375_dark00\20230409_171312.jpg,7,#8B0C00,3,255,139,#F3B27C,14,125,243,r,#ff0000
81,bulb2375_dark00\20230409_171521.jpg,9,#8B0C00,3,255,139,#F4B278,14,130,244,r,#ff0000
82,bulb2375_dark00\20230409_171542.jpg,7,#8B0D00,3,255,139,#F3B37E,14,123,243,r,#ff0000
83,bulb2375_dark00\20230409_171747.jpg,7,#8B0D00,3,255,139,#F5B276,14,132,245,r,#ff0000
84,bulb2375_dark00\20230409_171826.jpg,7,#8B0C00,3,255,139,#F4B275,14,133,244,r,#ff0000
85,bulb2375_dark00\20230409_172101.jpg,7,#8B0D00,3,255,139,#F4B17A,14,128,244,r,#ff0000
86,bulb2375_dark00\20230409_172303.jpg,7,#8B0D00,3,255,139,#F4B278,14,130,244,r,#ff0000
87,bulb2375_dark00\20230409_172327.jpg,9,#8B0C00,3,255,139,#F4B279,14,129,244,r,#ff0000
88,bulb2375_dark00\20230409_172613.jpg,9,#8B0C00,3,255,139,#F5B177,14,131,245,r,#ff0000
89,bulb2375_dark00\20230409_172655.jpg,9,#8B0C00,3,255,139,#F4B27F,13,122,244,r,#ff0000
90,bulb2375_dark00\20230409_172806.jpg,9,#8B0C00,3,255,139,#F4B27D,13,124,244,r,#ff0000
91,bulb2375_dark00\20230409_172915.jpg,9,#8B0C00,3,255,139,#F5B175,14,133,245,r,#ff0000
92,bulb2375_dark00\20230409_173140.jpg,9,#8B0C00,3,255,139,#F5B178,14,130,245,r,#ff0000
93,bulb2375_dark00\20230409_171126.jpg,7,#8C0D00,3,255,140,#F4B27B,14,126,244,r,#ff0000
94,bulb2375_dark00\20230409_171244.jpg,7,#8C0D00,3,255,140,#F5B279,14,129,245,r,#ff0000
95,bulb2375_dark00\20230409_171505.jpg,9,#8C0C00,3,255,140,#F6B173,14,136,246,r,#ff0000
96,bulb2375_dark00\20230409_171642.jpg,9,#8C0C00,3,255,140,#F5B17B,13,127,245,r,#ff0000
97,bulb2375_dark00\20230409_171810.jpg,7,#8C0C00,3,255,140,#F3B27D,13,124,243,r,#ff0000
98,bulb2375_dark00\20230409_171828.jpg,7,#8C0D00,3,255,140,#F5B175,14,133,245,r,#ff0000
99,bulb2375_dark00\20230409_172118.jpg,7,#8C0D00,3,255,140,#F4B27C,14,125,244,r,#ff0000
100,bulb2375_dark00\20230409_172118.jpg,9,#8C0C00,3,255,140,#F4B27C,14,125,244,r,#ff0000
101,bulb2375_dark00\20230409_172325.jpg,7,#8C0D00,3,255,140,#F4B37F,13,122,244,r,#ff0000
102,bulb2375_dark00\20230409_172524.jpg,7,#8C0D00,3,255,140,#F4B27D,13,124,244,r,#ff0000
103,bulb2375_dark00\20230409_172608.jpg,7,#8C0C00,3,255,140,#F5B27B,14,127,245,r,#ff0000
104,bulb2375_dark00\20230409_172608.jpg,9,#8C0C00,3,255,140,#F5B27B,14,127,245,r,#ff0000
105,bulb2375_dark00\20230409_173002.jpg,9,#8C0C00,3,255,140,#F4B178,14,130,244,r,#ff0000
106,bulb2375_dark00\20230409_173245.jpg,9,#8C0C00,3,255,140,#F5B275,14,133,245,r,#ff0000
107,bulb2375_dark00\20230409_173247.jpg,9,#8C0C00,3,255,140,#F5B27A,14,128,245,r,#ff0000
108,bulb2375_dark00\20230409_171324.jpg,7,#8D0D00,3,255,141,#F6B073,14,136,246,r,#ff0000
109,bulb2375_dark00\20230409_171414.jpg,7,#8D0D00,3,255,141,#F5B27C,13,126,245,r,#ff0000
110,bulb2375_dark00\20230409_171430.jpg,7,#8D0D00,3,255,141,#F5B17A,13,128,245,r,#ff0000
111,bulb2375_dark00\20230409_171706.jpg,7,#8D0D00,3,255,141,#F6B17B,13,128,246,r,#ff0000
112,bulb2375_dark00\20230409_171743.jpg,7,#8D0D00,3,255,141,#F5B178,14,130,245,r,#ff0000
113,bulb2375_dark00\20230409_171913.jpg,7,#8D0D00,3,255,141,#F5B175,14,133,245,r,#ff0000
114,bulb2375_dark00\20230409_172010.jpg,8,#8D0C00,3,255,141,#F4B278,14,130,244,r,#ff0000
115,bulb2375_dark00\20230409_172139.jpg,7,#8D0D00,3,255,141,#F4B275,14,133,244,r,#ff0000
116,bulb2375_dark00\20230409_172227.jpg,9,#8D0C00,3,255,141,#F5B27B,14,127,245,r,#ff0000
117,bulb2375_dark00\20230409_172357.jpg,9,#8D0C00,3,255,141,#F5B177,14,131,245,r,#ff0000
118,bulb2375_dark00\20230409_172452.jpg,9,#8D0C00,3,255,141,#F5B27B,14,127,245,r,#ff0000
119,bulb2375_dark00\20230409_172534.jpg,7,#8D0D00,3,255,141,#F4B277,14,131,244,r,#ff0000
120,bulb2375_dark00\20230409_172821.jpg,8,#8D0C00,3,255,141,#F6B175,14,134,246,r,#ff0000
121,bulb2375_dark00\20230409_172847.jpg,7,#8D0D00,3,255,141,#F5B275,14,133,245,r,#ff0000
122,bulb2375_dark00\20230409_172934.jpg,8,#8D0C00,3,255,141,#F5B17B,13,127,245,r,#ff0000
123,bulb2375_dark00\20230409_172958.jpg,8,#8D0C00,3,255,141,#F5B27A,14,128,245,r,#ff0000
124,bulb2375_dark00\20230409_173039.jpg,9,#8D0C00,3,255,141,#F5B17C,13,126,245,r,#ff0000
125,bulb2375_dark00\20230409_173051.jpg,9,#8D0D00,3,255,141,#F2B381,13,119,242,r,#ff0000
126,bulb2375_dark00\20230409_173247.jpg,7,#8D0D00,3,255,141,#F5B27A,14,128,245,r,#ff0000
127,bulb2375_dark00\20230409_172322.jpg,7,#8E0D00,3,255,142,#F6B176,14,133,246,r,#ff0000
128,bulb2375_dark00\20230409_172638.jpg,9,#8E0C00,3,255,142,#F6B176,14,133,246,r,#ff0000
129,bulb2375_dark00\20230409_172700.jpg,7,#8E0D00,3,255,142,#F5B277,14,131,245,r,#ff0000
130,bulb2375_dark00\20230409_172742.jpg,7,#8E0D00,3,255,142,#F5B17C,13,126,245,r,#ff0000
131,bulb2375_dark00\20230409_172806.jpg,7,#8E0D00,3,255,142,#F4B27D,13,124,244,r,#ff0000
132,bulb2375_dark00\20230409_172953.jpg,7,#8E0D00,3,255,142,#F5B278,14,130,245,r,#ff0000
133,bulb2375_dark00\20230409_173021.jpg,7,#8E0D00,3,255,142,#F5B27A,14,128,245,r,#ff0000
134,bulb2375_dark00\20230409_171259.jpg,9,#8F0D00,3,255,143,#F3B37B,14,126,243,r,#ff0000
135,bulb2375_dark00\20230409_171850.jpg,9,#8F0D00,3,255,143,#F4B279,14,129,244,r,#ff0000
136,bulb2375_dark00\20230409_171926.jpg,9,#8F0D00,3,255,143,#F4B278,14,130,244,r,#ff0000
137,bulb2375_dark00\20230409_171953.jpg,7,#8F0D00,3,255,143,#F6B074,14,135,246,r,#ff0000
138,bulb2375_dark00\20230409_172211.jpg,7,#8F0D00,3,255,143,#F6B078,13,131,246,r,#ff0000
139,bulb2375_dark00\20230409_172306.jpg,9,#8F0C00,3,255,143,#F5B27A,14,128,245,r,#ff0000
140,bulb2375_dark00\20230409_172336.jpg,9,#8F0D00,3,255,143,#F3B279,14,128,243,r,#ff0000
141,bulb2375_dark00\20230409_172529.jpg,9,#8F0D00,3,255,143,#F2B37F,14,121,242,r,#ff0000
142,bulb2375_dark00\20230409_173055.jpg,7,#8F0D00,3,255,143,#F7B075,14,134,247,r,#ff0000
143,bulb2375_dark00\20230409_171120.jpg,9,#900D00,3,255,144,#F4B279,14,129,244,r,#ff0000
144,bulb2375_dark00\20230409_171213.jpg,7,#900E00,3,255,144,#F3B27C,14,125,243,r,#ff0000
