ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,bulb2125_dark00\20230409_170640.jpg,8,#8C0A00,2,255,140,#F6995E,12,158,246,r,#ff0000
2,bulb2125_dark00\20230409_170215.jpg,9,#8D0B00,2,255,141,#F69D5D,13,159,246,r,#ff0000
3,bulb2125_dark00\20230409_170235.jpg,8,#8D0B00,2,255,141,#F69D60,12,155,246,r,#ff0000
4,bulb2125_dark00\20230409_170529.jpg,9,#8D0B00,2,255,141,#F59E64,12,151,245,r,#ff0000
5,bulb2125_dark00\20230409_170613.jpg,9,#8D0B00,2,255,141,#F69B5D,12,159,246,r,#ff0000
6,bulb2125_dark00\20230409_165826.jpg,9,#8E0B00,2,255,142,#F79F65,12,151,247,r,#ff0000
7,bulb2125_dark00\20230409_170106.jpg,8,#8E0B00,2,255,142,#F69E61,12,154,246,r,#ff0000
8,bulb2125_dark00\20230409_170120.jpg,8,#8E0B00,2,255,142,#F69E68,11,147,246,r,#ff0000
9,bulb2125_dark00\20230409_170144.jpg,9,#8E0B00,2,255,142,#F79C5F,12,157,247,r,#ff0000
10,bulb2125_dark00\20230409_170205.jpg,8,#8E0B00,2,255,142,#F79C62,12,154,247,r,#ff0000
11,bulb2125_dark00\20230409_170310.jpg,9,#8E0B00,2,255,142,#F69C60,12,155,246,r,#ff0000
12,bulb2125_dark00\20230409_170349.jpg,9,#8E0B00,2,255,142,#F79C61,12,155,247,r,#ff0000
13,bulb2125_dark00\20230409_170406.jpg,9,#8E0B00,2,255,142,#F79B5D,12,159,247,r,#ff0000
14,bulb2125_dark00\20230409_170455.jpg,8,#8E0B00,2,255,142,#F59C5C,13,159,245,r,#ff0000
15,bulb2125_dark00\20230409_170458.jpg,9,#8E0B00,2,255,142,#F59D62,12,153,245,r,#ff0000
16,bulb2125_dark00\20230409_170521.jpg,8,#8E0B00,2,255,142,#F79A5F,12,157,247,r,#ff0000
17,bulb2125_dark00\20230409_170545.jpg,8,#8E0B00,2,255,142,#F69B61,12,154,246,r,#ff0000
18,bulb2125_dark00\20230409_170918.jpg,8,#8E0B00,2,255,142,#F79E5D,13,159,247,r,#ff0000
19,bulb2125_dark00\20230409_170207.jpg,8,#8F0B00,2,255,143,#F79D5E,12,158,247,r,#ff0000
20,bulb2125_dark00\20230409_170238.jpg,8,#8F0B00,2,255,143,#F79C5F,12,157,247,r,#ff0000
21,bulb2125_dark00\20230409_170319.jpg,8,#8F0B00,2,255,143,#F7995D,12,159,247,r,#ff0000
22,bulb2125_dark00\20230409_170439.jpg,8,#8F0B00,2,255,143,#F79B5F,12,157,247,r,#ff0000
23,bulb2125_dark00\20230409_170610.jpg,8,#8F0B00,2,255,143,#F59C60,12,155,245,r,#ff0000
24,bulb2125_dark00\20230409_164626.jpg,8,#900C00,2,255,144,#F8A563,13,153,248,r,#ff0000
25,bulb2125_dark00\20230409_164713.jpg,8,#900C00,2,255,144,#F9A564,13,153,249,r,#ff0000
26,bulb2125_dark00\20230409_164728.jpg,8,#900C00,2,255,144,#F9A560,14,157,249,r,#ff0000
27,bulb2125_dark00\20230409_164754.jpg,8,#900C00,2,255,144,#F9A565,13,152,249,r,#ff0000
28,bulb2125_dark00\20230409_164850.jpg,8,#900C00,2,255,144,#F8A561,14,155,248,r,#ff0000
29,bulb2125_dark00\20230409_165146.jpg,8,#900C00,2,255,144,#F9A564,13,153,249,r,#ff0000
30,bulb2125_dark00\20230409_165408.jpg,8,#900C00,2,255,144,#F9A462,13,155,249,r,#ff0000
31,bulb2125_dark00\20230409_165804.jpg,8,#900C00,2,255,144,#F89F62,12,154,248,r,#ff0000
32,bulb2125_dark00\20230409_165858.jpg,8,#900C00,2,255,144,#F89D60,12,156,248,r,#ff0000
33,bulb2125_dark00\20230409_165939.jpg,8,#900C00,2,255,144,#F89E5F,12,157,248,r,#ff0000
34,bulb2125_dark00\20230409_170151.jpg,8,#900C00,2,255,144,#F69D5E,12,158,246,r,#ff0000
35,bulb2125_dark00\20230409_170439.jpg,9,#900B00,2,255,144,#F79B5F,12,157,247,r,#ff0000
36,bulb2125_dark00\20230409_170800.jpg,9,#900C00,2,255,144,#F79E60,12,156,247,r,#ff0000
37,bulb2125_dark00\20230409_170822.jpg,9,#900C00,2,255,144,#F89D5F,12,157,248,r,#ff0000
38,bulb2125_dark00\20230409_170916.jpg,9,#900C00,2,255,144,#F79E62,12,154,247,r,#ff0000
39,bulb2125_dark00\20230409_171010.jpg,9,#900B00,2,255,144,#F89B5F,12,157,248,r,#ff0000
40,bulb2125_dark00\20230409_164757.jpg,8,#910C00,2,255,145,#F9A664,13,153,249,r,#ff0000
41,bulb2125_dark00\20230409_165019.jpg,8,#910C00,2,255,145,#FAA561,13,156,250,r,#ff0000
42,bulb2125_dark00\20230409_165221.jpg,8,#910C00,2,255,145,#FAA566,13,151,250,r,#ff0000
43,bulb2125_dark00\20230409_165513.jpg,8,#910C00,2,255,145,#FAA061,12,156,250,r,#ff0000
44,bulb2125_dark00\20230409_165546.jpg,8,#910C00,2,255,145,#F8A25E,13,158,248,r,#ff0000
45,bulb2125_dark00\20230409_165727.jpg,8,#910C00,2,255,145,#F8A062,12,154,248,r,#ff0000
46,bulb2125_dark00\20230409_165756.jpg,8,#910C00,2,255,145,#F8A061,13,155,248,r,#ff0000
47,bulb2125_dark00\20230409_165821.jpg,8,#910C00,2,255,145,#F89E61,12,155,248,r,#ff0000
48,bulb2125_dark00\20230409_165908.jpg,9,#910C00,2,255,145,#F99E5F,12,158,249,r,#ff0000
49,bulb2125_dark00\20230409_165935.jpg,8,#910C00,2,255,145,#F89E5E,12,158,248,r,#ff0000
50,bulb2125_dark00\20230409_170032.jpg,9,#910C00,2,255,145,#F79E5E,13,158,247,r,#ff0000
51,bulb2125_dark00\20230409_170531.jpg,8,#910C00,2,255,145,#F79B5F,12,157,247,r,#ff0000
52,bulb2125_dark00\20230409_170846.jpg,8,#910B00,2,255,145,#F89C5E,12,158,248,r,#ff0000
53,bulb2125_dark00\20230409_164705.jpg,8,#920C00,2,255,146,#FAA365,12,152,250,r,#ff0000
54,bulb2125_dark00\20230409_165244.jpg,8,#920C00,2,255,146,#FAA664,13,153,250,r,#ff0000
55,bulb2125_dark00\20230409_165444.jpg,8,#920C00,2,255,146,#F9A262,13,155,249,r,#ff0000
56,bulb2125_dark00\20230409_165724.jpg,8,#920C00,2,255,146,#F99E64,12,153,249,r,#ff0000
57,bulb2125_dark00\20230409_170040.jpg,9,#920C00,2,255,146,#F79D5D,12,159,247,r,#ff0000
58,bulb2125_dark00\20230409_170910.jpg,9,#920C00,2,255,146,#F89D66,11,150,248,r,#ff0000
59,bulb2125_dark00\20230409_165116.jpg,8,#930C00,2,255,147,#FBA365,12,152,251,r,#ff0000
60,bulb2125_dark00\20230409_170056.jpg,9,#930C00,2,255,147,#F89C61,12,155,248,r,#ff0000
61,bulb2125_dark00\20230409_170319.jpg,7,#930C00,2,255,147,#F7995D,12,159,247,r,#ff0000
62,bulb2125_dark00\20230409_170830.jpg,8,#930C00,2,255,147,#F79E67,11,149,247,r,#ff0000
63,bulb2125_dark00\20230409_165701.jpg,9,#940C00,2,255,148,#FA9C60,12,157,250,r,#ff0000
64,bulb2125_dark00\20230409_170605.jpg,9,#940C00,2,255,148,#F7995F,11,157,247,r,#ff0000
65,bulb2125_dark00\20230409_170755.jpg,8,#940C00,2,255,148,#F89C64,11,152,248,r,#ff0000
66,bulb2125_dark00\20230409_170843.jpg,8,#940C00,2,255,148,#F89D5E,12,158,248,r,#ff0000
67,bulb2125_dark00\20230409_171016.jpg,8,#7C0C00,3,255,124,#F79E60,12,156,247,r,#ff0000
68,bulb2125_dark00\20230409_165717.jpg,8,#8E0C00,3,255,142,#F7A15F,13,157,247,r,#ff0000
