ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb3600_dark15\20230514_231526.jpg,2,#350300,2,255,53,#6D605A,9,44,109,r,#ff0000
2,t_bulb3600_dark15\20230514_231527.jpg,8,#350300,2,255,53,#6A615B,12,36,106,r,#ff0000
3,t_bulb3600_dark15\20230514_231520.jpg,8,#370300,2,255,55,#6C615C,9,38,108,r,#ff0000
4,t_bulb3600_dark15\20230514_231526.jpg,5,#370300,2,255,55,#6D605A,9,44,109,r,#ff0000
5,t_bulb3600_dark15\20230514_231540.jpg,2,#370300,2,255,55,#6A615E,8,29,106,r,#ff0000
6,t_bulb3600_dark15\20230514_231545.jpg,7,#370300,2,255,55,#6B615F,5,29,107,r,#ff0000
7,t_bulb3600_dark15\20230514_231540.jpg,5,#380300,2,255,56,#6A615E,8,29,106,r,#ff0000
8,t_bulb3600_dark15\20230514_231542.jpg,3,#380300,2,255,56,#6D6159,12,47,109,r,#ff0000
9,t_bulb3600_dark15\20230514_231543.jpg,3,#380300,2,255,56,#686259,18,37,104,r,#ff0000
10,t_bulb3600_dark15\20230514_231545.jpg,4,#380300,2,255,56,#6B615F,5,29,107,r,#ff0000
11,t_bulb3600_dark15\20230514_231520.jpg,9,#390300,2,255,57,#6C615C,9,38,108,r,#ff0000
12,t_bulb3600_dark15\20230514_231522.jpg,6,#390300,2,255,57,#6A615B,12,36,106,r,#ff0000
13,t_bulb3600_dark15\20230514_231526.jpg,9,#390300,2,255,57,#6D605A,9,44,109,r,#ff0000
14,t_bulb3600_dark15\20230514_231545.jpg,2,#390300,2,255,57,#6B615F,5,29,107,r,#ff0000
15,t_bulb3600_dark15\20230514_231527.jpg,3,#3A0300,2,255,58,#6A615B,12,36,106,r,#ff0000
16,t_bulb3600_dark15\20230514_231538.jpg,3,#3A0300,2,255,58,#6D615D,8,37,109,r,#ff0000
17,t_bulb3600_dark15\20230514_231540.jpg,6,#3A0300,2,255,58,#6A615E,8,29,106,r,#ff0000
18,t_bulb3600_dark15\20230514_231520.jpg,3,#3C0300,2,255,60,#6C615C,9,38,108,r,#ff0000
19,t_bulb3600_dark15\20230514_231527.jpg,9,#75220D,6,227,117,#6A615B,12,36,106,o,#ff8000
20,t_bulb3600_dark15\20230514_231542.jpg,4,#75220C,6,229,117,#6D6159,12,47,109,o,#ff8000
21,t_bulb3600_dark15\20230514_231545.jpg,9,#7E240D,6,229,126,#6B615F,5,29,107,o,#ff8000
22,t_bulb3600_dark15\20230514_231524.jpg,7,#71200B,6,230,113,#68625E,12,25,104,o,#ff8000
23,t_bulb3600_dark15\20230514_231526.jpg,4,#77210B,6,231,119,#6D605A,9,44,109,o,#ff8000
24,t_bulb3600_dark15\20230514_231537.jpg,9,#7C220B,6,232,124,#69625F,9,24,105,o,#ff8000
25,t_bulb3600_dark15\20230514_231522.jpg,8,#74200A,6,233,116,#6A615B,12,36,106,o,#ff8000
26,t_bulb3600_dark15\20230514_231537.jpg,4,#772009,6,236,119,#69625F,9,24,105,o,#ff8000
27,t_bulb3600_dark15\20230514_231545.jpg,8,#791E09,6,236,121,#6B615F,5,29,107,o,#ff8000
28,t_bulb3600_dark15\20230514_231538.jpg,1,#721D08,6,237,114,#6D615D,8,37,109,o,#ff8000
29,t_bulb3600_dark15\20230514_231520.jpg,1,#761D06,6,242,118,#6C615C,9,38,108,o,#ff8000
30,t_bulb3600_dark15\20230514_231529.jpg,5,#72230C,7,228,114,#68625D,14,27,104,o,#ff8000
31,t_bulb3600_dark15\20230514_231522.jpg,4,#74240C,7,229,116,#6A615B,12,36,106,o,#ff8000
32,t_bulb3600_dark15\20230514_231543.jpg,4,#72240B,7,230,114,#686259,18,37,104,o,#ff8000
33,t_bulb3600_dark15\20230514_231527.jpg,4,#75220B,7,231,117,#6A615B,12,36,106,o,#ff8000
34,t_bulb3600_dark15\20230514_231543.jpg,7,#702109,7,235,112,#686259,18,37,104,o,#ff8000
35,t_bulb3600_dark15\20230514_231526.jpg,7,#732009,7,235,115,#6D605A,9,44,109,o,#ff8000
36,t_bulb3600_dark15\20230514_231537.jpg,5,#772109,7,236,119,#69625F,9,24,105,o,#ff8000
37,t_bulb3600_dark15\20230514_231527.jpg,6,#595A16,30,193,90,#6A615B,12,36,106,y,#ffff00
38,t_bulb3600_dark15\20230514_231526.jpg,1,#535313,30,197,83,#6D605A,9,44,109,y,#ffff00
39,t_bulb3600_dark15\20230514_231537.jpg,1,#545313,30,197,84,#69625F,9,24,105,y,#ffff00
40,t_bulb3600_dark15\20230514_231542.jpg,2,#545513,30,198,85,#6D6159,12,47,109,y,#ffff00
41,t_bulb3600_dark15\20230514_231545.jpg,5,#555513,30,198,85,#6B615F,5,29,107,y,#ffff00
42,t_bulb3600_dark15\20230514_231537.jpg,8,#535412,30,200,84,#69625F,9,24,105,y,#ffff00
43,t_bulb3600_dark15\20230514_231527.jpg,2,#545512,30,201,85,#6A615B,12,36,106,y,#ffff00
44,t_bulb3600_dark15\20230514_231538.jpg,4,#555512,30,201,85,#6D615D,8,37,109,y,#ffff00
45,t_bulb3600_dark15\20230514_231527.jpg,5,#565712,30,202,87,#6A615B,12,36,106,y,#ffff00
46,t_bulb3600_dark15\20230514_231540.jpg,1,#525311,30,203,83,#6A615E,8,29,106,y,#ffff00
47,t_bulb3600_dark15\20230514_231527.jpg,1,#535410,30,206,84,#6A615B,12,36,106,y,#ffff00
48,t_bulb3600_dark15\20230514_231538.jpg,2,#535410,30,206,84,#6D615D,8,37,109,y,#ffff00
49,t_bulb3600_dark15\20230514_231538.jpg,7,#54530F,30,209,84,#6D615D,8,37,109,y,#ffff00
50,t_bulb3600_dark15\20230514_231529.jpg,3,#575A16,31,193,90,#68625D,14,27,104,y,#ffff00
51,t_bulb3600_dark15\20230514_231542.jpg,1,#535513,31,198,85,#6D6159,12,47,109,y,#ffff00
52,t_bulb3600_dark15\20230514_231529.jpg,2,#535613,31,199,86,#68625D,14,27,104,y,#ffff00
53,t_bulb3600_dark15\20230514_231524.jpg,9,#555918,32,186,89,#68625E,12,25,104,y,#ffff00
54,t_bulb3600_dark15\20230514_231529.jpg,6,#565A18,32,187,90,#68625D,14,27,104,y,#ffff00
55,t_bulb3600_dark15\20230514_231543.jpg,8,#023306,62,245,51,#686259,18,37,104,g,#00ff00
56,t_bulb3600_dark15\20230514_231540.jpg,8,#033208,63,240,50,#6A615E,8,29,106,g,#00ff00
57,t_bulb3600_dark15\20230514_231520.jpg,7,#023107,63,245,49,#6C615C,9,38,108,g,#00ff00
58,t_bulb3600_dark15\20230514_231522.jpg,2,#033209,64,240,50,#6A615B,12,36,106,g,#00ff00
59,t_bulb3600_dark15\20230514_231524.jpg,5,#033409,64,240,52,#68625E,12,25,104,g,#00ff00
60,t_bulb3600_dark15\20230514_231538.jpg,5,#033409,64,240,52,#6D615D,8,37,109,g,#00ff00
61,t_bulb3600_dark15\20230514_231540.jpg,7,#023108,64,245,49,#6A615E,8,29,106,g,#00ff00
62,t_bulb3600_dark15\20230514_231520.jpg,2,#023209,64,245,50,#6C615C,9,38,108,g,#00ff00
63,t_bulb3600_dark15\20230514_231529.jpg,7,#023208,64,245,50,#68625D,14,27,104,g,#00ff00
64,t_bulb3600_dark15\20230514_231543.jpg,1,#023208,64,245,50,#686259,18,37,104,g,#00ff00
65,t_bulb3600_dark15\20230514_231524.jpg,8,#023308,64,245,51,#68625E,12,25,104,g,#00ff00
66,t_bulb3600_dark15\20230514_231537.jpg,2,#03330B,65,240,51,#69625F,9,24,105,g,#00ff00
67,t_bulb3600_dark15\20230514_231522.jpg,1,#02320A,65,245,50,#6A615B,12,36,106,g,#00ff00
68,t_bulb3600_dark15\20230514_231520.jpg,4,#02340B,65,245,52,#6C615C,9,38,108,g,#00ff00
69,t_bulb3600_dark15\20230514_231522.jpg,3,#02360A,65,246,54,#6A615B,12,36,106,g,#00ff00
70,t_bulb3600_dark15\20230514_231540.jpg,9,#02360B,65,246,54,#6A615E,8,29,106,g,#00ff00
71,t_bulb3600_dark15\20230514_231540.jpg,4,#02330B,66,245,51,#6A615E,8,29,106,g,#00ff00
72,t_bulb3600_dark15\20230514_231537.jpg,3,#02360C,66,246,54,#69625F,9,24,105,g,#00ff00
73,t_bulb3600_dark15\20230514_231543.jpg,6,#011834,106,250,52,#686259,18,37,104,b,#0000ff
74,t_bulb3600_dark15\20230514_231529.jpg,4,#011633,107,250,51,#68625D,14,27,104,b,#0000ff
75,t_bulb3600_dark15\20230514_231529.jpg,9,#011733,107,250,51,#68625D,14,27,104,b,#0000ff
76,t_bulb3600_dark15\20230514_231526.jpg,3,#011734,107,250,52,#6D605A,9,44,109,b,#0000ff
77,t_bulb3600_dark15\20230514_231526.jpg,6,#011835,107,250,53,#6D605A,9,44,109,b,#0000ff
78,t_bulb3600_dark15\20230514_231524.jpg,6,#011836,107,250,54,#68625E,12,25,104,b,#0000ff
79,t_bulb3600_dark15\20230514_231545.jpg,3,#011837,107,250,55,#6B615F,5,29,107,b,#0000ff
80,t_bulb3600_dark15\20230514_231537.jpg,6,#011938,107,250,56,#69625F,9,24,105,b,#0000ff
81,t_bulb3600_dark15\20230514_231542.jpg,7,#02142E,108,244,46,#6D6159,12,47,109,b,#0000ff
82,t_bulb3600_dark15\20230514_231522.jpg,7,#02142F,108,244,47,#6A615B,12,36,106,b,#0000ff
83,t_bulb3600_dark15\20230514_231543.jpg,2,#011431,108,250,49,#686259,18,37,104,b,#0000ff
84,t_bulb3600_dark15\20230514_231543.jpg,5,#011531,108,250,49,#686259,18,37,104,b,#0000ff
85,t_bulb3600_dark15\20230514_231538.jpg,8,#011532,108,250,50,#6D615D,8,37,109,b,#0000ff
86,t_bulb3600_dark15\20230514_231524.jpg,2,#011533,108,250,51,#68625E,12,25,104,b,#0000ff
87,t_bulb3600_dark15\20230514_231545.jpg,1,#011534,108,250,52,#6B615F,5,29,107,b,#0000ff
88,t_bulb3600_dark15\20230514_231520.jpg,5,#011635,108,250,53,#6C615C,9,38,108,b,#0000ff
89,t_bulb3600_dark15\20230514_231524.jpg,3,#011736,108,250,54,#68625E,12,25,104,b,#0000ff
90,t_bulb3600_dark15\20230514_231540.jpg,3,#011737,108,250,55,#6A615E,8,29,106,b,#0000ff
91,t_bulb3600_dark15\20230514_231538.jpg,6,#645B55,12,38,100,#6D615D,8,37,109,w,#ffffff
92,t_bulb3600_dark15\20230514_231545.jpg,6,#635B55,13,36,99,#6B615F,5,29,107,w,#ffffff
93,t_bulb3600_dark15\20230514_231538.jpg,9,#635A53,13,41,99,#6D615D,8,37,109,w,#ffffff
94,t_bulb3600_dark15\20230514_231520.jpg,6,#635A52,14,44,99,#6C615C,9,38,108,w,#ffffff
95,t_bulb3600_dark15\20230514_231526.jpg,8,#5E564C,17,49,94,#6D605A,9,44,109,w,#ffffff
96,t_bulb3600_dark15\20230514_231542.jpg,9,#625A4F,17,49,98,#6D6159,12,47,109,w,#ffffff
97,t_bulb3600_dark15\20230514_231537.jpg,7,#5A554D,18,37,90,#69625F,9,24,105,w,#ffffff
98,t_bulb3600_dark15\20230514_231522.jpg,9,#615A50,18,45,97,#6A615B,12,36,106,w,#ffffff
