ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,b_dzienne2\20230321_183302.jpg,6,#7E2120,0,190,126,#CECAC3,19,14,206,r,#ff0000
2,b_dzienne2\20230321_183227.jpg,6,#781E1E,0,191,120,#CAC1BA,13,20,202,r,#ff0000
3,b_dzienne2\20230321_184046.jpg,6,#8A2223,0,192,138,#CAC4BF,14,14,202,r,#ff0000
4,b_dzienne2\20230321_183302.jpg,5,#801F1F,0,193,128,#CECAC3,19,14,206,r,#ff0000
5,b_dzienne2\20230321_183811.jpg,6,#892122,0,194,137,#CCC3BB,14,21,204,r,#ff0000
6,b_dzienne2\20230321_184101.jpg,7,#892121,0,194,137,#CBC4BD,15,18,203,r,#ff0000
7,b_dzienne2\20230321_182244.jpg,5,#8E2222,0,194,142,#C8C1BD,11,14,200,r,#ff0000
8,b_dzienne2\20230321_181910.jpg,6,#8F2222,0,194,143,#CCC2BB,12,21,204,r,#ff0000
9,b_dzienne2\20230321_183904.jpg,6,#84201F,0,195,132,#C9C4BD,18,15,201,r,#ff0000
10,b_dzienne2\20230321_181717.jpg,5,#922222,0,196,146,#C8C2BC,15,15,200,r,#ff0000
11,b_dzienne2\20230321_181452.jpg,9,#851F1E,0,197,133,#C4C1BC,19,10,196,r,#ff0000
12,b_dzienne2\20230321_184107.jpg,7,#891F20,0,197,137,#CAC5C0,15,13,202,r,#ff0000
13,b_dzienne2\20230321_183342.jpg,7,#781B1B,0,198,120,#CCC6C1,14,14,204,r,#ff0000
14,b_dzienne2\20230321_184101.jpg,5,#8E2020,0,198,142,#CBC4BD,15,18,203,r,#ff0000
15,b_dzienne2\20230321_181519.jpg,9,#841D1E,0,199,132,#C4C0BC,15,10,196,r,#ff0000
16,b_dzienne2\20230321_183953.jpg,9,#841D1D,0,199,132,#C9C4BF,15,13,201,r,#ff0000
17,b_dzienne2\20230321_182244.jpg,7,#881E1F,0,199,136,#C8C1BD,11,14,200,r,#ff0000
18,b_dzienne2\20230321_182037.jpg,7,#8D1F1F,0,199,141,#CCC1BE,6,18,204,r,#ff0000
19,b_dzienne2\20230321_183001.jpg,7,#791A1B,0,200,121,#CBC7C0,19,14,203,r,#ff0000
20,b_dzienne2\20230321_183033.jpg,9,#791B1A,0,200,121,#CBC5C1,12,13,203,r,#ff0000
21,b_dzienne2\20230321_181545.jpg,9,#8C1F1E,0,200,140,#CDC4BE,12,19,205,r,#ff0000
22,b_dzienne2\20230321_181628.jpg,5,#952021,0,200,149,#CDC4BD,13,20,205,r,#ff0000
