ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb3600_dark10\20230514_231606.jpg,8,#460300,1,255,70,#857E74,18,33,133,r,#ff0000
2,t_bulb3600_dark10\20230514_231605.jpg,1,#470300,1,255,71,#877D77,11,30,135,r,#ff0000
3,t_bulb3600_dark10\20230514_231606.jpg,4,#470300,1,255,71,#857E74,18,33,133,r,#ff0000
4,t_bulb3600_dark10\20230514_231558.jpg,7,#480300,1,255,72,#857E7A,11,21,133,r,#ff0000
5,t_bulb3600_dark10\20230514_231606.jpg,5,#480300,1,255,72,#857E74,18,33,133,r,#ff0000
6,t_bulb3600_dark10\20230514_231619.jpg,1,#480300,1,255,72,#877E79,11,26,135,r,#ff0000
7,t_bulb3600_dark10\20230514_231625.jpg,2,#480300,1,255,72,#8A7D71,14,46,138,r,#ff0000
8,t_bulb3600_dark10\20230514_231625.jpg,8,#480300,1,255,72,#8A7D71,14,46,138,r,#ff0000
9,t_bulb3600_dark10\20230514_231558.jpg,4,#490300,1,255,73,#857E7A,11,21,133,r,#ff0000
10,t_bulb3600_dark10\20230514_231600.jpg,9,#490300,1,255,73,#847F73,21,33,132,r,#ff0000
11,t_bulb3600_dark10\20230514_231620.jpg,5,#490300,1,255,73,#867E77,14,29,134,r,#ff0000
12,t_bulb3600_dark10\20230514_231623.jpg,3,#4B0300,1,255,75,#857E74,18,33,133,r,#ff0000
13,t_bulb3600_dark10\20230514_231628.jpg,3,#4B0300,1,255,75,#897D74,13,39,137,r,#ff0000
14,t_bulb3600_dark10\20230514_231558.jpg,2,#4C0300,1,255,76,#857E7A,11,21,133,r,#ff0000
15,t_bulb3600_dark10\20230514_231601.jpg,3,#4C0300,1,255,76,#877E77,13,30,135,r,#ff0000
16,t_bulb3600_dark10\20230514_231628.jpg,6,#4C0300,1,255,76,#897D74,13,39,137,r,#ff0000
17,t_bulb3600_dark10\20230514_231619.jpg,6,#4D0300,1,255,77,#877E79,11,26,135,r,#ff0000
18,t_bulb3600_dark10\20230514_231623.jpg,9,#4D0300,1,255,77,#857E74,18,33,133,r,#ff0000
19,t_bulb3600_dark10\20230514_231620.jpg,9,#94321A,6,210,148,#867E77,14,29,134,o,#ff8000
20,t_bulb3600_dark10\20230514_231605.jpg,9,#983219,6,213,152,#877D77,11,30,135,o,#ff8000
21,t_bulb3600_dark10\20230514_231601.jpg,4,#953116,6,217,149,#877E77,13,30,135,o,#ff8000
22,t_bulb3600_dark10\20230514_231558.jpg,8,#952E14,6,221,149,#857E7A,11,21,133,o,#ff8000
23,t_bulb3600_dark10\20230514_231558.jpg,9,#9A3518,7,215,154,#857E7A,11,21,133,o,#ff8000
24,t_bulb3600_dark10\20230514_231605.jpg,8,#923216,7,217,146,#877D77,11,30,135,o,#ff8000
25,t_bulb3600_dark10\20230514_231626.jpg,5,#923216,7,217,146,#847E77,16,25,132,o,#ff8000
26,t_bulb3600_dark10\20230514_231600.jpg,3,#933216,7,217,147,#847F73,21,33,132,o,#ff8000
27,t_bulb3600_dark10\20230514_231628.jpg,4,#943316,7,217,148,#897D74,13,39,137,o,#ff8000
28,t_bulb3600_dark10\20230514_231626.jpg,8,#903115,7,218,144,#847E77,16,25,132,o,#ff8000
