ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,bulb5700_dark00\20230404_191519.jpg,7,#660708,0,238,102,#C2CECF,92,16,207,r,#ff0000
2,bulb5700_dark00\20230404_185913.jpg,5,#730708,0,239,115,#C6CDCD,90,9,205,r,#ff0000
3,bulb5700_dark00\20230404_190235.jpg,5,#730708,0,239,115,#C2CACB,93,11,203,r,#ff0000
4,bulb5700_dark00\20230404_190407.jpg,7,#670607,0,240,103,#C3CBCD,96,12,205,r,#ff0000
5,bulb5700_dark00\20230404_191433.jpg,7,#680607,0,240,104,#C5CCCC,90,9,204,r,#ff0000
6,bulb5700_dark00\20230404_191558.jpg,7,#680607,0,240,104,#C6CECF,93,11,207,r,#ff0000
7,bulb5700_dark00\20230404_191740.jpg,7,#680607,0,240,104,#C5CCCD,94,10,205,r,#ff0000
8,bulb5700_dark00\20230404_191318.jpg,5,#740708,0,240,116,#C6CFCF,90,11,207,r,#ff0000
9,bulb5700_dark00\20230404_191233.jpg,5,#6E0607,0,241,110,#C0C9CD,99,16,205,r,#ff0000
10,bulb5700_dark00\20230404_190129.jpg,7,#650506,0,242,101,#BFC6C8,97,11,200,r,#ff0000
11,bulb5700_dark00\20230404_191749.jpg,7,#650506,0,242,101,#C2CACA,90,10,202,r,#ff0000
12,bulb5700_dark00\20230404_191430.jpg,8,#650404,0,245,101,#C3CECF,93,15,207,r,#ff0000
13,bulb5700_dark00\20230404_191450.jpg,9,#650404,0,245,101,#C0CBCD,95,16,205,r,#ff0000
14,bulb5700_dark00\20230404_190146.jpg,8,#660405,0,245,102,#C1CFD3,97,22,211,r,#ff0000
15,bulb5700_dark00\20230404_190207.jpg,8,#660405,0,245,102,#C3CDCC,87,12,205,r,#ff0000
16,bulb5700_dark00\20230404_191020.jpg,9,#660404,0,245,102,#C3CBCC,93,11,204,r,#ff0000
17,bulb5700_dark00\20230404_191409.jpg,8,#660404,0,245,102,#C3CECD,87,14,206,r,#ff0000
18,bulb5700_dark00\20230404_190040.jpg,8,#670405,0,245,103,#C3CFD2,96,18,210,r,#ff0000
19,bulb5700_dark00\20230404_190833.jpg,9,#670405,0,245,103,#C3CDCF,95,15,207,r,#ff0000
20,bulb5700_dark00\20230404_191309.jpg,9,#670404,0,245,103,#C4CBCB,90,9,203,r,#ff0000
21,bulb5700_dark00\20230404_191312.jpg,9,#670404,0,245,103,#C6CDCD,90,9,205,r,#ff0000
22,bulb5700_dark00\20230404_191409.jpg,9,#670404,0,245,103,#C3CECD,87,14,206,r,#ff0000
23,bulb5700_dark00\20230404_191721.jpg,9,#670404,0,245,103,#C3CDCC,87,12,205,r,#ff0000
24,bulb5700_dark00\20230404_190016.jpg,8,#680404,0,245,104,#C5CECF,93,12,207,r,#ff0000
25,bulb5700_dark00\20230404_190352.jpg,9,#680405,0,245,104,#C6CCCE,98,10,206,r,#ff0000
26,bulb5700_dark00\20230404_190407.jpg,9,#680404,0,245,104,#C3CBCD,96,12,205,r,#ff0000
27,bulb5700_dark00\20230404_190719.jpg,9,#680405,0,245,104,#C6CECE,90,10,206,r,#ff0000
28,bulb5700_dark00\20230404_190931.jpg,9,#680404,0,245,104,#C4CCCD,93,11,205,r,#ff0000
29,bulb5700_dark00\20230404_191230.jpg,9,#680404,0,245,104,#C4CECE,90,12,206,r,#ff0000
30,bulb5700_dark00\20230404_191607.jpg,8,#680405,0,245,104,#C3CDD0,97,16,208,r,#ff0000
31,bulb5700_dark00\20230404_185821.jpg,9,#690405,0,245,105,#C4CFCF,90,14,207,r,#ff0000
32,bulb5700_dark00\20230404_190259.jpg,8,#690404,0,245,105,#C6CED0,96,12,208,r,#ff0000
33,bulb5700_dark00\20230404_190540.jpg,9,#690405,0,245,105,#C3CED0,95,16,208,r,#ff0000
34,bulb5700_dark00\20230404_191115.jpg,9,#690405,0,245,105,#C5D0D0,90,13,208,r,#ff0000
35,bulb5700_dark00\20230404_191939.jpg,8,#690405,0,245,105,#C3D0D0,90,16,208,r,#ff0000
36,bulb5700_dark00\20230404_191641.jpg,8,#620303,0,247,98,#C0C9CB,95,14,203,r,#ff0000
37,bulb5700_dark00\20230404_191641.jpg,9,#620304,0,247,98,#C0C9CB,95,14,203,r,#ff0000
38,bulb5700_dark00\20230404_185906.jpg,8,#640304,0,247,100,#C0CCCE,94,17,206,r,#ff0000
39,bulb5700_dark00\20230404_191207.jpg,8,#640304,0,247,100,#C3CACC,97,11,204,r,#ff0000
40,bulb5700_dark00\20230404_192051.jpg,8,#640304,0,247,100,#C2C9CC,99,13,204,r,#ff0000
41,bulb5700_dark00\20230404_185911.jpg,8,#650304,0,247,101,#C1CCCE,95,16,206,r,#ff0000
42,bulb5700_dark00\20230404_190748.jpg,8,#650304,0,247,101,#C2CACD,98,14,205,r,#ff0000
43,bulb5700_dark00\20230404_190854.jpg,8,#650304,0,247,101,#C4CCCE,96,12,206,r,#ff0000
44,bulb5700_dark00\20230404_190901.jpg,8,#650303,0,247,101,#C2CCCC,90,13,204,r,#ff0000
45,bulb5700_dark00\20230404_191018.jpg,8,#650303,0,247,101,#C2CACC,96,13,204,r,#ff0000
46,bulb5700_dark00\20230404_191414.jpg,8,#650303,0,247,101,#C3CBCD,96,12,205,r,#ff0000
47,bulb5700_dark00\20230404_191701.jpg,8,#650304,0,247,101,#C4C9CB,99,9,203,r,#ff0000
48,bulb5700_dark00\20230404_191912.jpg,8,#650303,0,247,101,#C5CBCC,94,9,204,r,#ff0000
49,bulb5700_dark00\20230404_191922.jpg,8,#650304,0,247,101,#C1CDCF,94,17,207,r,#ff0000
50,bulb5700_dark00\20230404_190144.jpg,9,#660304,0,248,102,#C1CBCB,90,13,203,r,#ff0000
51,bulb5700_dark00\20230404_190345.jpg,8,#660304,0,248,102,#C5CDD1,100,15,209,r,#ff0000
52,bulb5700_dark00\20230404_190521.jpg,9,#660304,0,248,102,#C0C9CA,93,13,202,r,#ff0000
53,bulb5700_dark00\20230404_191228.jpg,8,#660304,0,248,102,#C4CDCE,93,12,206,r,#ff0000
54,bulb5700_dark00\20230404_191253.jpg,9,#660304,0,248,102,#C3CBCB,90,10,203,r,#ff0000
55,bulb5700_dark00\20230404_191436.jpg,8,#660304,0,248,102,#C5CCCF,99,12,207,r,#ff0000
56,bulb5700_dark00\20230404_191638.jpg,8,#660303,0,248,102,#C4CACC,98,10,204,r,#ff0000
57,bulb5700_dark00\20230404_192043.jpg,9,#660304,0,248,102,#C2CACB,93,11,203,r,#ff0000
