ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb2800_dark20\20230514_224539.jpg,7,#2E0200,1,255,46,#654535,10,121,101,r,#ff0000
2,t_bulb2800_dark20\20230514_224539.jpg,2,#320200,1,255,50,#654535,10,121,101,r,#ff0000
3,t_bulb2800_dark20\20230514_224552.jpg,2,#320200,1,255,50,#654531,12,131,101,r,#ff0000
4,t_bulb2800_dark20\20230514_224527.jpg,7,#300300,2,255,48,#664533,11,128,102,r,#ff0000
5,t_bulb2800_dark20\20230514_224545.jpg,7,#300300,2,255,48,#684532,11,132,104,r,#ff0000
6,t_bulb2800_dark20\20230514_224554.jpg,7,#300300,2,255,48,#684533,10,130,104,r,#ff0000
7,t_bulb2800_dark20\20230514_224552.jpg,8,#310300,2,255,49,#654531,12,131,101,r,#ff0000
8,t_bulb2800_dark20\20230514_224541.jpg,4,#320300,2,255,50,#664532,11,130,102,r,#ff0000
9,t_bulb2800_dark20\20230514_224552.jpg,4,#320300,2,255,50,#654531,12,131,101,r,#ff0000
10,t_bulb2800_dark20\20230514_224558.jpg,7,#320300,2,255,50,#6A4432,10,135,106,r,#ff0000
11,t_bulb2800_dark20\20230514_224600.jpg,8,#320300,2,255,50,#674532,11,131,103,r,#ff0000
12,t_bulb2800_dark20\20230514_224600.jpg,5,#330300,2,255,51,#674532,11,131,103,r,#ff0000
13,t_bulb2800_dark20\20230514_224543.jpg,5,#340300,2,255,52,#6A4433,9,132,106,r,#ff0000
14,t_bulb2800_dark20\20230514_224551.jpg,3,#350300,2,255,53,#664536,9,120,102,r,#ff0000
15,t_bulb2800_dark20\20230514_224529.jpg,3,#360300,2,255,54,#6B4433,9,133,107,r,#ff0000
16,t_bulb2800_dark20\20230514_224545.jpg,6,#360300,2,255,54,#684532,11,132,104,r,#ff0000
17,t_bulb2800_dark20\20230514_224543.jpg,6,#370300,2,255,55,#6A4433,9,132,106,r,#ff0000
18,t_bulb2800_dark20\20230514_224554.jpg,9,#370300,2,255,55,#684533,10,130,104,r,#ff0000
19,t_bulb2800_dark20\20230514_224543.jpg,1,#5F0E00,4,255,95,#6A4433,9,132,106,o,#ff8000
20,t_bulb2800_dark20\20230514_224543.jpg,7,#610E00,4,255,97,#6A4433,9,132,106,o,#ff8000
21,t_bulb2800_dark20\20230514_224529.jpg,1,#640E00,4,255,100,#6B4433,9,133,107,o,#ff8000
22,t_bulb2800_dark20\20230514_224558.jpg,8,#660F00,4,255,102,#6A4432,10,135,106,o,#ff8000
23,t_bulb2800_dark20\20230514_224552.jpg,7,#5B0F00,5,255,91,#654531,12,131,101,o,#ff8000
24,t_bulb2800_dark20\20230514_224551.jpg,7,#5E1000,5,255,94,#664536,9,120,102,o,#ff8000
25,t_bulb2800_dark20\20230514_224556.jpg,7,#621000,5,255,98,#6B4431,10,138,107,o,#ff8000
26,t_bulb2800_dark20\20230514_224529.jpg,7,#630F00,5,255,99,#6B4433,9,133,107,o,#ff8000
27,t_bulb2800_dark20\20230514_224543.jpg,2,#631100,5,255,99,#6A4433,9,132,106,o,#ff8000
28,t_bulb2800_dark20\20230514_224556.jpg,2,#631100,5,255,99,#6B4431,10,138,107,o,#ff8000
29,t_bulb2800_dark20\20230514_224556.jpg,5,#631100,5,255,99,#6B4431,10,138,107,o,#ff8000
30,t_bulb2800_dark20\20230514_224558.jpg,1,#630F00,5,255,99,#6A4432,10,135,106,o,#ff8000
31,t_bulb2800_dark20\20230514_224558.jpg,2,#631000,5,255,99,#6A4432,10,135,106,o,#ff8000
32,t_bulb2800_dark20\20230514_224527.jpg,2,#640F00,5,255,100,#664533,11,128,102,o,#ff8000
33,t_bulb2800_dark20\20230514_224554.jpg,2,#640F00,5,255,100,#684533,10,130,104,o,#ff8000
34,t_bulb2800_dark20\20230514_224529.jpg,5,#651000,5,255,101,#6B4433,9,133,107,o,#ff8000
35,t_bulb2800_dark20\20230514_224529.jpg,6,#6B1100,5,255,107,#6B4433,9,133,107,o,#ff8000
36,t_bulb2800_dark20\20230514_224541.jpg,6,#671400,6,255,103,#664532,11,130,102,o,#ff8000
37,t_bulb2800_dark20\20230514_224543.jpg,3,#603F2C,11,138,96,#6A4433,9,132,106,w,#ffffff
38,t_bulb2800_dark20\20230514_224558.jpg,3,#613F2C,11,139,97,#6A4432,10,135,106,w,#ffffff
39,t_bulb2800_dark20\20230514_224558.jpg,6,#63402D,11,139,99,#6A4432,10,135,106,w,#ffffff
40,t_bulb2800_dark20\20230514_224551.jpg,2,#5C3C29,11,141,92,#664536,9,120,102,w,#ffffff
41,t_bulb2800_dark20\20230514_224554.jpg,1,#5B3B28,11,143,91,#684533,10,130,104,w,#ffffff
42,t_bulb2800_dark20\20230514_224556.jpg,1,#5B3B28,11,143,91,#6B4431,10,138,107,w,#ffffff
43,t_bulb2800_dark20\20230514_224529.jpg,8,#5D3B28,11,145,93,#6B4433,9,133,107,w,#ffffff
44,t_bulb2800_dark20\20230514_224539.jpg,9,#5C402D,12,130,92,#654535,10,121,101,w,#ffffff
45,t_bulb2800_dark20\20230514_224539.jpg,6,#5E412D,12,133,94,#654535,10,121,101,w,#ffffff
46,t_bulb2800_dark20\20230514_224545.jpg,3,#5F402B,12,140,95,#684532,11,132,104,w,#ffffff
47,t_bulb2800_dark20\20230514_224541.jpg,5,#5C3E29,12,141,92,#664532,11,130,102,w,#ffffff
48,t_bulb2800_dark20\20230514_224554.jpg,5,#5E3E2A,12,141,94,#684533,10,130,104,w,#ffffff
49,t_bulb2800_dark20\20230514_224545.jpg,8,#5B3C28,12,143,91,#684532,11,132,104,w,#ffffff
