ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb5500_dark20\20230515_002907.jpg,9,#1E0101,0,247,30,#374D5B,102,101,91,r,#ff0000
2,t_bulb5500_dark20\20230515_002914.jpg,5,#1E0101,0,247,30,#374D59,101,97,89,r,#ff0000
3,t_bulb5500_dark20\20230515_002927.jpg,5,#1E0101,0,247,30,#394C5B,103,95,91,r,#ff0000
4,t_bulb5500_dark20\20230515_002905.jpg,7,#1A0100,1,255,26,#374C5D,103,104,93,r,#ff0000
5,t_bulb5500_dark20\20230515_002927.jpg,7,#1B0100,1,255,27,#394C5B,103,95,91,r,#ff0000
6,t_bulb5500_dark20\20230515_002926.jpg,2,#1C0100,1,255,28,#374C5D,103,104,93,r,#ff0000
7,t_bulb5500_dark20\20230515_002907.jpg,4,#1D0100,1,255,29,#374D5B,102,101,91,r,#ff0000
8,t_bulb5500_dark20\20230515_002911.jpg,4,#1D0100,1,255,29,#384C5B,103,98,91,r,#ff0000
9,t_bulb5500_dark20\20230515_002927.jpg,1,#1D0100,1,255,29,#394C5B,103,95,91,r,#ff0000
10,t_bulb5500_dark20\20230515_002930.jpg,8,#1E0100,1,255,30,#3A4C58,102,87,88,r,#ff0000
11,t_bulb5500_dark20\20230515_002931.jpg,2,#1E0100,1,255,30,#364D5B,101,104,91,r,#ff0000
12,t_bulb5500_dark20\20230515_002907.jpg,6,#1F0100,1,255,31,#374D5B,102,101,91,r,#ff0000
13,t_bulb5500_dark20\20230515_002911.jpg,9,#1F0100,1,255,31,#384C5B,103,98,91,r,#ff0000
14,t_bulb5500_dark20\20230515_002924.jpg,6,#1F0100,1,255,31,#374D59,101,97,89,r,#ff0000
15,t_bulb5500_dark20\20230515_002930.jpg,3,#1F0100,1,255,31,#3A4C58,102,87,88,r,#ff0000
16,t_bulb5500_dark20\20230515_002931.jpg,9,#1F0100,1,255,31,#364D5B,101,104,91,r,#ff0000
17,t_bulb5500_dark20\20230515_002914.jpg,6,#200100,1,255,32,#374D59,101,97,89,r,#ff0000
18,t_bulb5500_dark20\20230515_002913.jpg,9,#210100,1,255,33,#394C5A,103,93,90,r,#ff0000
19,t_bulb5500_dark20\20230515_002913.jpg,1,#541200,6,255,84,#394C5A,103,93,90,o,#ff8000
20,t_bulb5500_dark20\20230515_002911.jpg,7,#561200,6,255,86,#384C5B,103,98,91,o,#ff8000
21,t_bulb5500_dark20\20230515_002909.jpg,2,#591300,6,255,89,#374D5B,102,101,91,o,#ff8000
22,t_bulb5500_dark20\20230515_002933.jpg,2,#591300,6,255,89,#384D59,101,95,89,o,#ff8000
23,t_bulb5500_dark20\20230515_002924.jpg,7,#551300,7,255,85,#374D59,101,97,89,o,#ff8000
24,t_bulb5500_dark20\20230515_002926.jpg,7,#551400,7,255,85,#374C5D,103,104,93,o,#ff8000
25,t_bulb5500_dark20\20230515_002911.jpg,5,#561500,7,255,86,#384C5B,103,98,91,o,#ff8000
26,t_bulb5500_dark20\20230515_002924.jpg,5,#561500,7,255,86,#374D59,101,97,89,o,#ff8000
27,t_bulb5500_dark20\20230515_002909.jpg,8,#571400,7,255,87,#374D5B,102,101,91,o,#ff8000
28,t_bulb5500_dark20\20230515_002914.jpg,2,#571500,7,255,87,#374D59,101,97,89,o,#ff8000
29,t_bulb5500_dark20\20230515_002927.jpg,4,#571500,7,255,87,#394C5B,103,95,91,o,#ff8000
30,t_bulb5500_dark20\20230515_002930.jpg,1,#571300,7,255,87,#3A4C58,102,87,88,o,#ff8000
