ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,bulb5200_dark20\20230514_021213.jpg,8,#150202,0,231,21,#455F6D,101,94,109,r,#ff0000
2,bulb5200_dark20\20230514_021053.jpg,7,#180101,0,244,24,#4D5F6E,104,76,110,r,#ff0000
3,bulb5200_dark20\20230514_021132.jpg,8,#180101,0,244,24,#4B5E6F,104,83,111,r,#ff0000
4,bulb5200_dark20\20230514_021150.jpg,8,#180101,0,244,24,#4E5F6E,104,74,110,r,#ff0000
5,bulb5200_dark20\20230514_021216.jpg,9,#180101,0,244,24,#495D6B,102,81,107,r,#ff0000
6,bulb5200_dark20\20230514_021940.jpg,8,#180101,0,244,24,#4D5D6A,103,70,106,r,#ff0000
7,bulb5200_dark20\20230514_021150.jpg,7,#190101,0,245,25,#4E5F6E,104,74,110,r,#ff0000
8,bulb5200_dark20\20230514_021305.jpg,9,#190101,0,245,25,#4D5F72,105,83,114,r,#ff0000
9,bulb5200_dark20\20230514_021915.jpg,9,#1A0101,0,245,26,#4C606D,102,77,109,r,#ff0000
10,bulb5200_dark20\20230514_021213.jpg,6,#1C0101,0,246,28,#455F6D,101,94,109,r,#ff0000
11,bulb5200_dark20\20230514_021624.jpg,4,#1C0101,0,246,28,#475D6A,101,84,106,r,#ff0000
12,bulb5200_dark20\20230514_022125.jpg,5,#1C0101,0,246,28,#455E6A,100,89,106,r,#ff0000
13,bulb5200_dark20\20230514_021405.jpg,4,#1D0101,0,246,29,#475F6D,101,89,109,r,#ff0000
14,bulb5200_dark20\20230514_021549.jpg,4,#1D0101,0,246,29,#465B6A,102,87,106,r,#ff0000
15,bulb5200_dark20\20230514_022005.jpg,6,#1D0101,0,246,29,#495F6A,100,79,106,r,#ff0000
16,bulb5200_dark20\20230514_022043.jpg,6,#1D0101,0,246,29,#4B5C69,103,73,105,r,#ff0000
17,bulb5200_dark20\20230514_021101.jpg,5,#1E0101,0,247,30,#4A6170,102,87,112,r,#ff0000
