ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb4200_dark20\20230514_233845.jpg,8,#290101,0,249,41,#525353,90,3,83,r,#ff0000
2,t_bulb4200_dark20\20230514_233849.jpg,5,#290101,0,249,41,#515353,90,6,83,r,#ff0000
3,t_bulb4200_dark20\20230514_233919.jpg,5,#290101,0,249,41,#505353,90,9,83,r,#ff0000
4,t_bulb4200_dark20\20230514_233849.jpg,9,#2A0101,0,249,42,#515353,90,6,83,r,#ff0000
5,t_bulb4200_dark20\20230514_233845.jpg,1,#2B0101,0,249,43,#525353,90,3,83,r,#ff0000
6,t_bulb4200_dark20\20230514_233913.jpg,8,#270201,1,248,39,#525353,90,3,83,r,#ff0000
7,t_bulb4200_dark20\20230514_233915.jpg,7,#270201,1,248,39,#525351,45,6,83,r,#ff0000
8,t_bulb4200_dark20\20230514_233847.jpg,8,#280201,1,249,40,#515353,90,6,83,r,#ff0000
9,t_bulb4200_dark20\20230514_233849.jpg,1,#280201,1,249,40,#515353,90,6,83,r,#ff0000
10,t_bulb4200_dark20\20230514_233849.jpg,8,#280201,1,249,40,#515353,90,6,83,r,#ff0000
11,t_bulb4200_dark20\20230514_233915.jpg,8,#280201,1,249,40,#525351,45,6,83,r,#ff0000
12,t_bulb4200_dark20\20230514_233918.jpg,4,#290201,1,249,41,#515353,90,6,83,r,#ff0000
13,t_bulb4200_dark20\20230514_233852.jpg,8,#2A0201,1,249,42,#525353,90,3,83,r,#ff0000
14,t_bulb4200_dark20\20230514_233854.jpg,3,#2B0200,1,255,43,#525353,90,3,83,r,#ff0000
15,t_bulb4200_dark20\20230514_233913.jpg,6,#2B0200,1,255,43,#525353,90,3,83,r,#ff0000
16,t_bulb4200_dark20\20230514_233910.jpg,9,#2C0200,1,255,44,#525352,60,3,83,r,#ff0000
17,t_bulb4200_dark20\20230514_233918.jpg,9,#2D0200,1,255,45,#515353,90,6,83,r,#ff0000
18,t_bulb4200_dark20\20230514_233916.jpg,7,#260200,2,255,38,#515353,90,6,83,r,#ff0000
19,t_bulb4200_dark20\20230514_233916.jpg,9,#631A06,6,240,99,#515353,90,6,83,o,#ff8000
20,t_bulb4200_dark20\20230514_233916.jpg,1,#611804,6,244,97,#515353,90,6,83,o,#ff8000
21,t_bulb4200_dark20\20230514_233854.jpg,9,#6B1903,6,248,107,#525353,90,3,83,o,#ff8000
22,t_bulb4200_dark20\20230514_233854.jpg,1,#601502,6,250,96,#525353,90,3,83,o,#ff8000
23,t_bulb4200_dark20\20230514_233910.jpg,7,#651501,6,252,101,#525352,60,3,83,o,#ff8000
24,t_bulb4200_dark20\20230514_233919.jpg,2,#671701,6,253,103,#505353,90,9,83,o,#ff8000
25,t_bulb4200_dark20\20230514_233852.jpg,4,#681701,6,253,104,#525353,90,3,83,o,#ff8000
26,t_bulb4200_dark20\20230514_233910.jpg,4,#691601,6,253,105,#525352,60,3,83,o,#ff8000
27,t_bulb4200_dark20\20230514_233852.jpg,2,#681600,6,255,104,#525353,90,3,83,o,#ff8000
28,t_bulb4200_dark20\20230514_233916.jpg,5,#601A05,7,242,96,#515353,90,6,83,o,#ff8000
29,t_bulb4200_dark20\20230514_233918.jpg,6,#6A1B05,7,243,106,#515353,90,6,83,o,#ff8000
30,t_bulb4200_dark20\20230514_233918.jpg,1,#631802,7,250,99,#515353,90,6,83,o,#ff8000
31,t_bulb4200_dark20\20230514_233847.jpg,4,#641802,7,250,100,#515353,90,6,83,o,#ff8000
32,t_bulb4200_dark20\20230514_233918.jpg,8,#641902,7,250,100,#515353,90,6,83,o,#ff8000
33,t_bulb4200_dark20\20230514_233849.jpg,3,#6A1B02,7,250,106,#515353,90,6,83,o,#ff8000
34,t_bulb4200_dark20\20230514_233849.jpg,2,#641801,7,252,100,#515353,90,6,83,o,#ff8000
35,t_bulb4200_dark20\20230514_233847.jpg,1,#641600,7,255,100,#515353,90,6,83,o,#ff8000
36,t_bulb4200_dark20\20230514_233845.jpg,5,#671700,7,255,103,#525353,90,3,83,o,#ff8000
