ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb4200_dark00\20230510_222245.jpg,4,#820C0D,0,231,130,#D5D9D8,83,5,217,r,#ff0000
2,t_bulb4200_dark00\20230510_222233.jpg,1,#8B0D0E,0,231,139,#D7D9D9,90,2,217,r,#ff0000
3,t_bulb4200_dark00\20230510_222253.jpg,1,#8B0D0E,0,231,139,#D7D9D8,75,2,217,r,#ff0000
4,t_bulb4200_dark00\20230510_222301.jpg,4,#850C0E,0,232,133,#D6D9D9,90,4,217,r,#ff0000
5,t_bulb4200_dark00\20230510_222216.jpg,1,#8C0C0C,0,233,140,#D8D9D9,90,1,217,r,#ff0000
6,t_bulb4200_dark00\20230510_222246.jpg,4,#850B0B,0,234,133,#D7D9D8,75,2,217,r,#ff0000
7,t_bulb4200_dark00\20230510_222217.jpg,4,#860B0C,0,234,134,#D6D9D9,90,4,217,r,#ff0000
8,t_bulb4200_dark00\20230510_222309.jpg,4,#830A0B,0,236,131,#D8D9D8,60,1,217,r,#ff0000
9,t_bulb4200_dark00\20230510_222229.jpg,4,#850A0A,0,236,133,#D6D9D8,80,4,217,r,#ff0000
10,t_bulb4200_dark00\20230510_222326.jpg,1,#860A0B,0,236,134,#D1D4D3,80,4,212,r,#ff0000
11,t_bulb4200_dark00\20230510_222251.jpg,4,#830A09,0,237,131,#D7DAD8,70,4,218,r,#ff0000
12,t_bulb4200_dark00\20230510_222259.jpg,3,#8A0B0A,0,237,138,#D7D9D8,75,2,217,r,#ff0000
13,t_bulb4200_dark00\20230510_222238.jpg,3,#8E0C0A,0,237,142,#D8D9D9,90,1,217,r,#ff0000
14,t_bulb4200_dark00\20230510_222233.jpg,4,#840A09,0,238,132,#D7D9D9,90,2,217,r,#ff0000
15,t_bulb4200_dark00\20230510_222250.jpg,5,#7F0908,0,239,127,#D5DAD9,84,6,218,r,#ff0000
16,t_bulb4200_dark00\20230510_222223.jpg,6,#830A08,0,239,131,#D8D9D8,60,1,217,r,#ff0000
17,t_bulb4200_dark00\20230510_222216.jpg,3,#8D0B09,0,239,141,#D8D9D9,90,1,217,r,#ff0000
18,t_bulb4200_dark00\20230510_222309.jpg,2,#890B08,1,240,137,#D8D9D8,60,1,217,r,#ff0000
19,t_bulb4200_dark00\20230510_222305.jpg,5,#7F0907,1,241,127,#D6D9DA,98,5,218,r,#ff0000
20,t_bulb4200_dark00\20230510_222253.jpg,6,#830A07,1,241,131,#D7D9D8,75,2,217,r,#ff0000
21,t_bulb4200_dark00\20230510_222236.jpg,1,#8E0B08,1,241,142,#D8D9D9,90,1,217,r,#ff0000
22,t_bulb4200_dark00\20230510_222307.jpg,2,#8B0A07,1,242,139,#D7D9D9,90,2,217,r,#ff0000
23,t_bulb4200_dark00\20230510_222220.jpg,6,#840A06,1,243,132,#D6DAD8,75,5,218,r,#ff0000
24,t_bulb4200_dark00\20230510_222246.jpg,7,#760805,1,244,118,#D7D9D8,75,2,217,r,#ff0000
25,t_bulb4200_dark00\20230510_222233.jpg,7,#770705,1,244,119,#D7D9D9,90,2,217,r,#ff0000
26,t_bulb4200_dark00\20230510_222307.jpg,7,#780805,1,244,120,#D7D9D9,90,2,217,r,#ff0000
27,t_bulb4200_dark00\20230510_222329.jpg,5,#790805,1,244,121,#D0D4D3,83,5,212,r,#ff0000
28,t_bulb4200_dark00\20230510_222236.jpg,6,#870A06,1,244,135,#D8D9D9,90,1,217,r,#ff0000
29,t_bulb4200_dark00\20230510_222326.jpg,7,#700604,1,246,112,#D1D4D3,80,4,212,r,#ff0000
30,t_bulb4200_dark00\20230510_222324.jpg,7,#710704,1,246,113,#D2D3D3,90,1,211,r,#ff0000
31,t_bulb4200_dark00\20230510_222250.jpg,9,#740704,1,246,116,#D5DAD9,84,6,218,r,#ff0000
32,t_bulb4200_dark00\20230510_222333.jpg,6,#7D0804,1,247,125,#D1D3D2,75,2,211,r,#ff0000
33,t_bulb4200_dark00\20230510_222233.jpg,5,#830904,1,247,131,#D7D9D9,90,2,217,r,#ff0000
34,t_bulb4200_dark00\20230510_222259.jpg,9,#7A0703,1,249,122,#D7D9D8,75,2,217,r,#ff0000
35,t_bulb4200_dark00\20230510_222223.jpg,9,#7B0803,1,249,123,#D8D9D8,60,1,217,r,#ff0000
36,t_bulb4200_dark00\20230510_222248.jpg,9,#7C0703,1,249,124,#D8D9D9,90,1,217,r,#ff0000
37,t_bulb4200_dark00\20230510_222222.jpg,5,#830903,1,249,131,#D8D9D9,90,1,217,r,#ff0000
38,t_bulb4200_dark00\20230510_222331.jpg,2,#830803,1,249,131,#D0D4D3,83,5,212,r,#ff0000
39,t_bulb4200_dark00\20230510_222333.jpg,7,#730702,1,251,115,#D1D3D2,75,2,211,r,#ff0000
40,t_bulb4200_dark00\20230510_222220.jpg,9,#760702,1,251,118,#D6DAD8,75,5,218,r,#ff0000
41,t_bulb4200_dark00\20230510_222307.jpg,9,#760702,1,251,118,#D7D9D9,90,2,217,r,#ff0000
42,t_bulb4200_dark00\20230510_222333.jpg,8,#710601,1,253,113,#D1D3D2,75,2,211,r,#ff0000
43,t_bulb4200_dark00\20230510_222324.jpg,8,#730601,1,253,115,#D2D3D3,90,1,211,r,#ff0000
44,t_bulb4200_dark00\20230510_222233.jpg,8,#750701,2,253,117,#D7D9D9,90,2,217,r,#ff0000
