ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,t_bulb6400_dark05\20230515_010545.jpg,4,#500402,1,249,80,#85ADCA,103,87,202,r,#ff0000
2,t_bulb6400_dark05\20230515_010607.jpg,4,#510402,1,249,81,#84AECC,103,90,204,r,#ff0000
3,t_bulb6400_dark05\20230515_010546.jpg,4,#500401,1,252,80,#84AEC9,102,88,201,r,#ff0000
4,t_bulb6400_dark05\20230515_010540.jpg,7,#4D0300,1,255,77,#82AECC,102,93,204,r,#ff0000
5,t_bulb6400_dark05\20230515_010546.jpg,7,#4F0300,1,255,79,#84AEC9,102,88,201,r,#ff0000
6,t_bulb6400_dark05\20230515_010608.jpg,7,#500300,1,255,80,#85ADCC,103,89,204,r,#ff0000
7,t_bulb6400_dark05\20230515_010539.jpg,5,#510400,1,255,81,#80AECB,102,94,203,r,#ff0000
8,t_bulb6400_dark05\20230515_010543.jpg,2,#510400,1,255,81,#82AEC9,101,90,201,r,#ff0000
9,t_bulb6400_dark05\20230515_010601.jpg,8,#510400,1,255,81,#85AEC6,101,84,198,r,#ff0000
10,t_bulb6400_dark05\20230515_010607.jpg,5,#510400,1,255,81,#84AECC,103,90,204,r,#ff0000
11,t_bulb6400_dark05\20230515_010608.jpg,2,#510400,1,255,81,#85ADCC,103,89,204,r,#ff0000
12,t_bulb6400_dark05\20230515_010540.jpg,3,#530400,1,255,83,#82AECC,102,93,204,r,#ff0000
13,t_bulb6400_dark05\20230515_010605.jpg,9,#530400,1,255,83,#86ADC9,103,85,201,r,#ff0000
14,t_bulb6400_dark05\20230515_010608.jpg,3,#530400,1,255,83,#85ADCC,103,89,204,r,#ff0000
15,t_bulb6400_dark05\20230515_010539.jpg,6,#540400,1,255,84,#80AECB,102,94,203,r,#ff0000
16,t_bulb6400_dark05\20230515_010540.jpg,9,#540400,1,255,84,#82AECC,102,93,204,r,#ff0000
17,t_bulb6400_dark05\20230515_010559.jpg,6,#540400,1,255,84,#85AEC9,102,86,201,r,#ff0000
18,t_bulb6400_dark05\20230515_010605.jpg,3,#540400,1,255,84,#86ADC9,103,85,201,r,#ff0000
19,t_bulb6400_dark05\20230515_010546.jpg,9,#B35127,9,199,179,#84AEC9,102,88,201,o,#ff8000
20,t_bulb6400_dark05\20230515_010559.jpg,3,#B45125,9,203,180,#85AEC9,102,86,201,o,#ff8000
21,t_bulb6400_dark05\20230515_010603.jpg,6,#BA5426,9,203,186,#82AECA,102,91,202,o,#ff8000
22,t_bulb6400_dark05\20230515_010608.jpg,4,#B44F24,9,204,180,#85ADCC,103,89,204,o,#ff8000
23,t_bulb6400_dark05\20230515_010543.jpg,4,#B44F21,9,208,180,#82AEC9,101,90,201,o,#ff8000
24,t_bulb6400_dark05\20230515_010607.jpg,3,#B85122,9,208,184,#84AECC,103,90,204,o,#ff8000
25,t_bulb6400_dark05\20230515_010548.jpg,6,#B75725,10,203,183,#83AEC9,102,89,201,o,#ff8000
26,t_bulb6400_dark05\20230515_010543.jpg,5,#B25223,10,205,178,#82AEC9,101,90,201,o,#ff8000
27,t_bulb6400_dark05\20230515_010539.jpg,7,#AF5021,10,207,175,#80AECB,102,94,203,o,#ff8000
28,t_bulb6400_dark05\20230515_010545.jpg,3,#B85222,10,208,184,#85ADCA,103,87,202,o,#ff8000
29,t_bulb6400_dark05\20230515_010539.jpg,3,#B95222,10,208,185,#80AECB,102,94,203,o,#ff8000
30,t_bulb6400_dark05\20230515_010548.jpg,8,#B24F20,10,209,178,#83AEC9,102,89,201,o,#ff8000
31,t_bulb6400_dark05\20230515_010601.jpg,5,#B25120,10,209,178,#85AEC6,101,84,198,o,#ff8000
32,t_bulb6400_dark05\20230515_010601.jpg,3,#B95221,10,210,185,#85AEC6,101,84,198,o,#ff8000
33,t_bulb6400_dark05\20230515_010601.jpg,9,#B95521,10,210,185,#85AEC6,101,84,198,o,#ff8000
34,t_bulb6400_dark05\20230515_010607.jpg,2,#B34F1E,10,212,179,#84AECC,103,90,204,o,#ff8000
35,t_bulb6400_dark05\20230515_010546.jpg,2,#B54E1A,10,218,181,#84AEC9,102,88,201,o,#ff8000
36,t_bulb6400_dark05\20230515_010601.jpg,6,#B85722,11,208,184,#85AEC6,101,84,198,o,#ff8000
37,t_bulb6400_dark05\20230515_010559.jpg,9,#6EAF31,45,184,175,#85AEC9,102,86,201,y,#ffff00
38,t_bulb6400_dark05\20230515_010546.jpg,5,#67AC25,45,200,172,#84AEC9,102,88,201,y,#ffff00
39,t_bulb6400_dark05\20230515_010559.jpg,7,#66A722,45,203,167,#85AEC9,102,86,201,y,#ffff00
40,t_bulb6400_dark05\20230515_010543.jpg,1,#63A822,45,203,168,#82AEC9,101,90,201,y,#ffff00
41,t_bulb6400_dark05\20230515_010539.jpg,1,#64A922,45,204,169,#80AECB,102,94,203,y,#ffff00
42,t_bulb6400_dark05\20230515_010603.jpg,2,#64AA22,45,204,170,#82AECA,102,91,202,y,#ffff00
43,t_bulb6400_dark05\20230515_010605.jpg,4,#66A92F,46,184,169,#86ADC9,103,85,201,y,#ffff00
