ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,bulb3000_dark00\20230403_210828.jpg,1,#A41B19,0,216,164,#EDCCB3,13,62,237,r,#ff0000
2,bulb3000_dark00\20230403_210704.jpg,1,#9D1817,0,218,157,#E8C4AE,11,64,232,r,#ff0000
3,bulb3000_dark00\20230403_210232.jpg,1,#9C1816,0,219,156,#E9C3AC,11,67,233,r,#ff0000
4,bulb3000_dark00\20230403_210601.jpg,1,#9A1615,0,220,154,#E9C4AD,12,66,233,r,#ff0000
5,bulb3000_dark00\20230403_210023.jpg,1,#9B1715,0,220,155,#E7C4AD,12,64,231,r,#ff0000
6,bulb3000_dark00\20230403_210114.jpg,1,#9D1715,0,221,157,#EAC3AB,11,69,234,r,#ff0000
7,bulb3000_dark00\20230403_210945.jpg,3,#A01414,0,223,160,#EDCDB6,13,59,237,r,#ff0000
8,bulb3000_dark00\20230403_210943.jpg,3,#A21514,0,224,162,#EFCDB6,12,61,239,r,#ff0000
9,bulb3000_dark00\20230403_210953.jpg,4,#981412,0,225,152,#EDCDB5,13,60,237,r,#ff0000
10,bulb3000_dark00\20230403_210810.jpg,3,#A01413,0,225,160,#EDCCB6,12,59,237,r,#ff0000
11,bulb3000_dark00\20230403_210812.jpg,3,#A11513,0,225,161,#EDCDB5,13,60,237,r,#ff0000
12,bulb3000_dark00\20230403_205400.jpg,3,#971112,0,226,151,#E6C5B0,12,60,230,r,#ff0000
13,bulb3000_dark00\20230403_205421.jpg,3,#981211,0,226,152,#E7C5AD,12,64,231,r,#ff0000
14,bulb3000_dark00\20230403_210501.jpg,3,#981112,0,226,152,#E7C4B0,11,61,231,r,#ff0000
15,bulb3000_dark00\20230403_211007.jpg,3,#A11412,0,226,161,#EFCCB3,13,64,239,r,#ff0000
16,bulb3000_dark00\20230403_211009.jpg,3,#A11412,0,226,161,#EFCCB0,13,67,239,r,#ff0000
17,bulb3000_dark00\20230403_210708.jpg,4,#901110,0,227,144,#E6C5AF,12,61,230,r,#ff0000
18,bulb3000_dark00\20230403_210603.jpg,4,#911110,0,227,145,#E7C5AE,12,63,231,r,#ff0000
19,bulb3000_dark00\20230403_205419.jpg,4,#931210,0,227,147,#E7C4AF,11,62,231,r,#ff0000
20,bulb3000_dark00\20230403_210141.jpg,3,#991112,0,227,153,#E7C4B0,11,61,231,r,#ff0000
21,bulb3000_dark00\20230403_205348.jpg,3,#981110,0,228,152,#E7C5AB,13,66,231,r,#ff0000
22,bulb3000_dark00\20230403_205513.jpg,3,#981110,0,228,152,#E8C4AC,12,66,232,r,#ff0000
23,bulb3000_dark00\20230403_210208.jpg,3,#981110,0,228,152,#E7C5AD,12,64,231,r,#ff0000
24,bulb3000_dark00\20230403_210457.jpg,3,#981110,0,228,152,#E7C4AF,11,62,231,r,#ff0000
25,bulb3000_dark00\20230403_210445.jpg,3,#991210,0,228,153,#E7C5AB,13,66,231,r,#ff0000
26,bulb3000_dark00\20230403_210459.jpg,3,#991110,0,228,153,#E8C4AA,13,68,232,r,#ff0000
27,bulb3000_dark00\20230403_205611.jpg,4,#91110F,0,229,145,#E8C4AE,11,64,232,r,#ff0000
28,bulb3000_dark00\20230403_205818.jpg,4,#91100F,0,229,145,#E8C4AD,12,65,232,r,#ff0000
29,bulb3000_dark00\20230403_210252.jpg,4,#93110F,0,229,147,#E8C4AC,12,66,232,r,#ff0000
