ID,IMAGE_NAME,FIELD,COLOR_RGB,H,S,V,BACKGROUND_RGB,BH,BS,BV,CHOSEN_COLOR_NAME,CHOSEN_COLOR_VALUE
1,bulb5200_dark10\20230514_020709.jpg,1,#420203,0,247,66,#7799AD,101,80,173,r,#ff0000
2,bulb5200_dark10\20230514_020147.jpg,9,#2E0101,0,249,46,#6E90A8,102,88,168,r,#ff0000
3,bulb5200_dark10\20230514_020707.jpg,7,#300101,0,250,48,#7190A5,102,80,165,r,#ff0000
4,bulb5200_dark10\20230514_020746.jpg,7,#300101,0,250,48,#7090A4,102,81,164,r,#ff0000
5,bulb5200_dark10\20230514_020829.jpg,8,#300101,0,250,48,#7195A9,101,84,169,r,#ff0000
6,bulb5200_dark10\20230514_020851.jpg,8,#300101,0,250,48,#7092A8,102,85,168,r,#ff0000
7,bulb5200_dark10\20230514_020924.jpg,8,#300101,0,250,48,#7492A4,101,75,164,r,#ff0000
8,bulb5200_dark10\20230514_020412.jpg,9,#310101,0,250,49,#7497AC,101,83,172,r,#ff0000
9,bulb5200_dark10\20230514_020427.jpg,7,#310101,0,250,49,#7192A5,101,80,165,r,#ff0000
10,bulb5200_dark10\20230514_020453.jpg,7,#310101,0,250,49,#7294A9,101,83,169,r,#ff0000
11,bulb5200_dark10\20230514_020621.jpg,7,#310101,0,250,49,#7192A4,101,79,164,r,#ff0000
12,bulb5200_dark10\20230514_020801.jpg,9,#310101,0,250,49,#7396AA,101,83,170,r,#ff0000
13,bulb5200_dark10\20230514_020900.jpg,8,#310101,0,250,49,#7496A9,101,80,169,r,#ff0000
14,bulb5200_dark10\20230514_020938.jpg,7,#310101,0,250,49,#7295AA,101,84,170,r,#ff0000
15,bulb5200_dark10\20230514_020943.jpg,7,#310101,0,250,49,#6F93A7,101,86,167,r,#ff0000
16,bulb5200_dark10\20230514_020119.jpg,9,#320101,0,250,50,#7696A9,101,77,169,r,#ff0000
17,bulb5200_dark10\20230514_020145.jpg,9,#320101,0,250,50,#7698AE,102,82,174,r,#ff0000
18,bulb5200_dark10\20230514_020208.jpg,9,#320101,0,250,50,#7397AD,101,85,173,r,#ff0000
19,bulb5200_dark10\20230514_020228.jpg,9,#320101,0,250,50,#7598B0,102,85,176,r,#ff0000
20,bulb5200_dark10\20230514_020242.jpg,8,#320101,0,250,50,#7297AC,101,86,172,r,#ff0000
21,bulb5200_dark10\20230514_020322.jpg,7,#320101,0,250,50,#7794A8,102,74,168,r,#ff0000
22,bulb5200_dark10\20230514_020403.jpg,8,#320101,0,250,50,#7399AD,100,85,173,r,#ff0000
23,bulb5200_dark10\20230514_020412.jpg,7,#320101,0,250,50,#7497AC,101,83,172,r,#ff0000
24,bulb5200_dark10\20230514_020412.jpg,8,#320101,0,250,50,#7497AC,101,83,172,r,#ff0000
25,bulb5200_dark10\20230514_020414.jpg,8,#320101,0,250,50,#7495AB,102,82,171,r,#ff0000
26,bulb5200_dark10\20230514_020458.jpg,7,#320101,0,250,50,#7496AB,101,82,171,r,#ff0000
27,bulb5200_dark10\20230514_020515.jpg,8,#320101,0,250,50,#7397AA,100,83,170,r,#ff0000
28,bulb5200_dark10\20230514_020518.jpg,8,#320101,0,250,50,#7599AD,101,83,173,r,#ff0000
29,bulb5200_dark10\20230514_020542.jpg,9,#320101,0,250,50,#7194A7,101,82,167,r,#ff0000
30,bulb5200_dark10\20230514_020544.jpg,9,#320101,0,250,50,#7794A6,101,72,166,r,#ff0000
31,bulb5200_dark10\20230514_020627.jpg,7,#320101,0,250,50,#7495AC,102,83,172,r,#ff0000
32,bulb5200_dark10\20230514_020640.jpg,9,#320101,0,250,50,#7897AB,102,76,171,r,#ff0000
33,bulb5200_dark10\20230514_020814.jpg,7,#320101,0,250,50,#7397AC,101,85,172,r,#ff0000
34,bulb5200_dark10\20230514_020828.jpg,7,#320101,0,250,50,#7495AB,102,82,171,r,#ff0000
35,bulb5200_dark10\20230514_020922.jpg,7,#320101,0,250,50,#7292A8,102,82,168,r,#ff0000
36,bulb5200_dark10\20230514_020124.jpg,7,#330101,0,250,51,#7696A9,101,77,169,r,#ff0000
37,bulb5200_dark10\20230514_020142.jpg,8,#330101,0,250,51,#7297AD,101,87,173,r,#ff0000
38,bulb5200_dark10\20230514_020226.jpg,8,#330101,0,250,51,#7898AD,102,78,173,r,#ff0000
39,bulb5200_dark10\20230514_020354.jpg,9,#330101,0,250,51,#7498AE,101,85,174,r,#ff0000
40,bulb5200_dark10\20230514_020405.jpg,8,#330101,0,250,51,#7599AF,101,85,175,r,#ff0000
41,bulb5200_dark10\20230514_020425.jpg,7,#330101,0,250,51,#7798AB,101,78,171,r,#ff0000
42,bulb5200_dark10\20230514_020520.jpg,8,#330101,0,250,51,#7496AB,101,82,171,r,#ff0000
43,bulb5200_dark10\20230514_020537.jpg,8,#330101,0,250,51,#7797AA,101,77,170,r,#ff0000
44,bulb5200_dark10\20230514_020606.jpg,8,#330101,0,250,51,#7695AA,102,78,170,r,#ff0000
